Date,State,Group,Time,Unit,Sales
2020-11-13,Western Australia,Men,Morning,71.0,3684.19
2020-11-13,Western Australia,Seniors,Morning,70.0,2145.5
2020-11-13,Tasmania,Kids,Afternoon,27.0,823.23
2020-11-13,Tasmania,Women,Night,45.0,2036.7
2020-11-13,Tasmania,Men,Night,45.0,1166.85
2020-11-13,Tasmania,Seniors,Morning,24.0,933.36
2020-11-13,Northern Territory,Kids,Morning,28.0,1948.24
2020-11-13,Northern Territory,Women,Night,43.0,1842.12
2020-11-13,Northern Territory,Men,Morning,32.0,833.6
2020-11-13,Northern Territory,Seniors,Afternoon,23.0,644.0
2020-11-13,Australian Capital Territory,Kids,Afternoon,51.0,1762.56
2020-11-13,Australian Capital Territory,Women,Evening,56.0,2721.04
2020-11-13,Australian Capital Territory,Men,Night,75.0,3394.5
2020-11-13,Australian Capital Territory,Seniors,Morning,55.0,2410.1
2020-11-14,New South Wales,Kids,Evening,128.0,5693.44
2020-11-14,New South Wales,Women,Afternoon,181.0,5145.83
2020-11-14,New South Wales,Men,Night,125.0,7582.5
2020-11-14,New South Wales,Seniors,Afternoon,98.0,2205.98
2020-11-14,Victoria,Kids,Morning,97.0,5713.3
2020-11-14,Victoria,Women,Evening,196.0,11275.88
2020-11-14,Victoria,Men,Morning,155.0,6922.3
2020-11-14,Victoria,Seniors,Morning,43.0,1166.59
2020-11-14,Queensland,Kids,Night,118.0,4429.72
2020-11-14,Queensland,Women,Night,108.0,5812.56
2020-11-14,Queensland,Men,Morning,155.0,10998.8
2020-11-14,Queensland,Seniors,Night,119.0,4101.93
2020-11-14,South Australia,Kids,Evening,58.0,1398.96
2020-11-14,South Australia,Women,Evening,112.0,4511.36
2020-11-14,South Australia,Men,Morning,70.0,2451.4
2020-11-14,South Australia,Seniors,Evening,39.0,1090.44
2020-11-14,Western Australia,Kids,Morning,55.0,1907.4
2020-11-14,Western Australia,Women,Evening,81.0,5791.5
2020-11-14,Western Australia,Men,Afternoon,55.0,2882.55
2020-11-14,Western Australia,Seniors,Morning,81.0,2516.67
2020-11-14,Tasmania,Kids,Evening,24.0,912.24
2020-11-14,Tasmania,Women,Afternoon,61.0,3753.33
2020-11-14,Tasmania,Men,Morning,,1788.48
2020-11-14,Tasmania,Seniors,Evening,18.0,765.72
2020-11-14,Northern Territory,Kids,Evening,30.0,1115.4
2020-11-14,Northern Territory,Women,Afternoon,29.0,1295.43
2020-11-14,Northern Territory,Men,Night,38.0,2497.36
2020-11-14,Northern Territory,Seniors,Night,19.0,767.6
2020-11-14,Australian Capital Territory,Kids,Afternoon,15.0,512.85
2020-11-14,Australian Capital Territory,Women,Afternoon,57.0,2525.67
2020-11-14,Australian Capital Territory,Men,Morning,35.0,1424.15
2020-11-14,Australian Capital Territory,Seniors,Night,39.0,1333.8
2020-11-15,New South Wales,Kids,Morning,36.0,633.6
2020-11-15,New South Wales,Women,Evening,132.0,8664.48
2020-11-15,New South Wales,Men,Afternoon,24.0,1029.6
2020-11-15,New South Wales,Seniors,Morning,84.0,4143.72
2020-11-15,Victoria,Kids,Afternoon,87.0,3883.68
2020-11-15,Victoria,Women,Morning,149.0,3763.74
2020-11-15,Victoria,Men,Evening,148.0,7746.32
2020-11-15,Victoria,Seniors,Evening,101.0,7442.69
2020-11-15,Queensland,Kids,Night,30.0,1773.9
2020-11-15,Queensland,Women,Night,106.0,6675.88
2020-11-15,Queensland,Men,Evening,97.0,4258.3
2020-11-15,Queensland,Seniors,Morning,59.0,2310.44
2020-11-15,South Australia,Kids,Afternoon,29.0,1409.69
2020-11-15,South Australia,Women,Evening,68.0,2779.16
2020-11-15,South Australia,Men,Evening,57.0,3767.13
2020-11-15,South Australia,Seniors,Morning,40.0,
2020-11-15,Western Australia,Kids,Evening,52.0,2531.88
2020-11-15,Western Australia,Women,Evening,117.0,10218.78
2020-11-15,Western Australia,Men,Morning,78.0,4549.74
2020-11-15,Western Australia,Seniors,Evening,61.0,2954.84
2020-11-15,Tasmania,Kids,Night,24.0,1165.2
2020-11-15,Tasmania,Women,Night,42.0,2415.0
2020-11-15,Tasmania,Men,Night,39.0,2060.37
2020-11-15,Tasmania,Seniors,Night,27.0,1027.62
2020-11-15,Northern Territory,Kids,Evening,39.0,1994.46
2020-11-15,Northern Territory,Women,Afternoon,49.0,2518.11
2020-11-15,Northern Territory,Men,Night,24.0,1490.64
2020-11-15,Northern Territory,Seniors,Night,30.0,1504.2
2020-11-15,Australian Capital Territory,Kids,Evening,33.0,1254.66
2020-11-15,Australian Capital Territory,Women,Evening,29.0,1519.02
2020-11-15,Australian Capital Territory,Men,Morning,64.0,2773.76
2020-11-15,Australian Capital Territory,Seniors,Night,42.0,1435.14
2020-11-16,New South Wales,Kids,Morning,123.0,3456.3
2020-11-16,New South Wales,Women,Night,166.0,1965.44
2020-11-16,New South Wales,Men,Afternoon,129.0,3609.42
2020-11-16,New South Wales,Seniors,Evening,136.0,5910.56
2020-11-16,Victoria,Kids,Evening,112.0,6376.16
2020-11-16,Victoria,Women,Morning,102.0,8747.52
2020-11-16,Victoria,Men,Morning,154.0,
2020-11-16,Victoria,Seniors,Evening,117.0,2969.46
2020-11-16,Queensland,Kids,Evening,60.0,2035.8
2020-11-16,Queensland,Women,Evening,98.0,4117.96
2020-11-16,Queensland,Men,Night,135.0,6220.8
2020-11-16,Queensland,Seniors,Night,79.0,2411.08
2020-11-16,South Australia,Kids,Afternoon,24.0,1042.08
2020-11-16,South Australia,Women,Night,33.0,1895.19
2020-11-16,South Australia,Men,Evening,38.0,2877.74
2020-11-16,South Australia,Seniors,Night,61.0,2258.22
2020-11-16,Western Australia,Kids,Morning,93.0,2916.48
2020-11-16,Western Australia,Women,Evening,113.0,6963.06
2020-11-16,Western Australia,Men,Night,89.0,5900.7
2020-11-16,Western Australia,Seniors,Evening,73.0,2830.21
2020-11-16,Tasmania,Kids,Morning,15.0,451.95
2020-11-16,Tasmania,Women,Morning,43.0,2578.28
2020-11-16,Tasmania,Men,Night,25.0,2033.25
2020-11-16,Tasmania,Seniors,Evening,40.0,1671.2
2020-11-16,Northern Territory,Kids,Afternoon,27.0,1031.67
2020-11-16,Northern Territory,Women,Morning,27.0,1612.17
2020-11-16,Northern Territory,Men,Afternoon,35.0,1158.85
2020-11-16,Northern Territory,Seniors,Night,26.0,897.26
2020-11-16,Australian Capital Territory,Kids,Morning,17.0,530.57
2020-11-16,Australian Capital Territory,Women,Afternoon,51.0,4485.45
2020-11-16,Australian Capital Territory,Men,Morning,57.0,1816.59
2020-11-16,Australian Capital Territory,Seniors,Afternoon,41.0,867.15
2020-11-17,New South Wales,Kids,Evening,149.0,5276.09
2020-11-17,New South Wales,Women,Evening,157.0,12431.26
2020-11-17,New South Wales,Men,Night,84.0,2609.04
2020-11-17,New South Wales,Seniors,Morning,82.0,3769.54
2020-11-17,Victoria,Kids,Afternoon,53.0,525.23
2020-11-17,Victoria,Women,Night,123.0,8254.53
2020-11-17,Victoria,Men,Evening,164.0,7115.96
2020-11-17,Victoria,Seniors,Evening,77.0,3625.16
2020-11-17,Queensland,Kids,Night,35.0,1270.5
2020-11-17,Queensland,Women,Morning,123.0,8057.73
2020-11-17,Queensland,Men,Afternoon,83.0,4145.85
2020-11-17,Queensland,Seniors,Evening,18.0,534.24
2020-11-17,South Australia,Kids,Night,61.0,1823.29
2020-11-17,South Australia,Women,Evening,79.0,5172.13
2020-11-17,South Australia,Men,Evening,59.0,3053.25
2020-11-17,South Australia,Seniors,Afternoon,34.0,1156.68
2020-11-17,Western Australia,Kids,Morning,79.0,3333.8
2020-11-17,Western Australia,Women,Morning,80.0,4960.0
2020-11-17,Western Australia,Men,Afternoon,100.0,2244.0
2020-11-17,Western Australia,Seniors,Night,80.0,2621.6
2020-11-17,Tasmania,Kids,Night,35.0,1870.05
2020-11-17,Tasmania,Women,Morning,26.0,1233.18
2020-11-17,Tasmania,Men,Evening,35.0,1370.25
2020-11-17,Tasmania,Seniors,Evening,42.0,1166.34
2020-11-17,Northern Territory,Kids,Night,22.0,939.62
2020-11-17,Northern Territory,Women,Afternoon,24.0,1255.92
2020-11-17,Northern Territory,Men,Evening,36.0,1623.96
2020-11-17,Northern Territory,Seniors,Night,23.0,711.16
2020-11-17,Australian Capital Territory,Kids,Afternoon,22.0,967.34
2020-11-17,Australian Capital Territory,Women,Morning,89.0,5232.31
2020-11-17,Australian Capital Territory,Men,Afternoon,52.0,3049.28
2020-11-17,Australian Capital Territory,Seniors,Morning,22.0,1151.48
2020-11-18,New South Wales,Kids,Night,119.0,6916.28
2020-11-18,New South Wales,Women,Afternoon,126.0,10944.36
2020-11-18,New South Wales,Men,Night,169.0,9599.2
2020-11-18,New South Wales,Seniors,Morning,107.0,3596.27
2020-11-18,Victoria,Kids,Evening,134.0,5630.68
2020-11-18,Victoria,Women,Evening,58.0,2382.06
2020-11-18,Victoria,Men,Morning,114.0,6109.26
2020-11-18,Victoria,Seniors,Evening,86.0,4102.2
2020-11-18,Queensland,Kids,Evening,33.0,1387.65
2020-11-18,Queensland,Women,Afternoon,53.0,3728.55
2020-11-18,Queensland,Men,Afternoon,96.0,5283.84
2020-11-18,Queensland,Seniors,Evening,53.0,2558.84
2020-11-18,South Australia,Kids,Afternoon,70.0,3276.0
2020-11-18,South Australia,Women,Morning,74.0,4998.7
2020-11-18,South Australia,Men,Afternoon,52.0,3161.08
2020-11-18,South Australia,Seniors,Afternoon,71.0,3285.88
2020-11-18,Western Australia,Kids,Afternoon,52.0,2308.8
2020-11-18,Western Australia,Women,Night,59.0,3978.37
2020-11-18,Western Australia,Men,Morning,93.0,2308.26
2020-11-18,Western Australia,Seniors,Evening,39.0,1297.92
2020-11-18,Tasmania,Kids,Evening,28.0,768.32
2020-11-18,Tasmania,Women,Night,50.0,3121.0
2020-11-18,Tasmania,Men,Afternoon,36.0,1422.72
2020-11-18,Tasmania,Seniors,Morning,36.0,1868.04
2020-11-18,Northern Territory,Kids,Morning,23.0,779.47
2020-11-18,Northern Territory,Women,Evening,44.0,2328.04
2020-11-18,Northern Territory,Men,Night,31.0,1837.06
2020-11-18,Northern Territory,Seniors,Night,10.0,486.6
2020-11-18,Australian Capital Territory,Kids,Night,41.0,1478.46
2020-11-18,Australian Capital Territory,Women,Night,56.0,3242.96
2020-11-18,Australian Capital Territory,Men,Morning,23.0,1592.29
2020-11-18,Australian Capital Territory,Seniors,Afternoon,36.0,1449.0
2020-11-19,New South Wales,Kids,Evening,144.0,4243.68
2020-11-19,New South Wales,Women,Morning,185.0,10049.2
2020-11-19,New South Wales,Men,Night,172.0,3684.24
2020-11-19,New South Wales,Seniors,Night,97.0,2930.37
2020-11-19,Victoria,Kids,Evening,111.0,5059.38
2020-11-19,Victoria,Women,Afternoon,112.0,5307.68
2020-11-19,Victoria,Men,Afternoon,116.0,4368.56
2020-11-19,Victoria,Seniors,Afternoon,110.0,3570.6
2020-11-19,Queensland,Kids,Night,10.0,364.5
2020-11-19,Queensland,Women,Morning,80.0,2644.0
2020-11-19,Queensland,Men,Morning,62.0,3158.28
2020-11-19,Queensland,Seniors,Afternoon,100.0,3901.0
2020-11-19,South Australia,Kids,Evening,44.0,1998.48
2020-11-19,South Australia,Women,Afternoon,67.0,3193.22
2020-11-19,South Australia,Men,Afternoon,43.0,1134.34
2020-11-19,South Australia,Seniors,Evening,42.0,1575.84
2020-11-19,Western Australia,Kids,Afternoon,65.0,2340.65
2020-11-19,Western Australia,Women,Evening,69.0,4691.31
2020-11-19,Western Australia,Men,Evening,49.0,2927.26
2020-11-19,Western Australia,Seniors,Morning,41.0,1179.98
2020-11-19,Tasmania,Kids,Evening,17.0,596.36
2020-11-19,Tasmania,Women,Afternoon,58.0,3859.32
2020-11-19,Tasmania,Men,Evening,49.0,2763.11
2020-11-19,Tasmania,Seniors,Afternoon,18.0,590.76
2020-11-19,Northern Territory,Kids,Evening,20.0,1097.4
2020-11-19,Northern Territory,Women,Morning,24.0,1738.56
2020-11-19,Northern Territory,Men,Afternoon,41.0,3019.65
2020-11-19,Northern Territory,Seniors,Afternoon,21.0,899.64
2020-11-19,Australian Capital Territory,Kids,Afternoon,68.0,2300.44
2020-11-19,Australian Capital Territory,Women,Evening,31.0,904.27
2020-11-19,Australian Capital Territory,Men,Morning,60.0,1478.4
2020-11-19,Australian Capital Territory,Seniors,Morning,31.0,1246.2
2020-11-20,New South Wales,Kids,Morning,118.0,5320.62
2020-11-20,New South Wales,Women,Morning,173.0,13571.85
2020-11-20,New South Wales,Men,Evening,98.0,3974.88
2020-11-20,New South Wales,Seniors,Afternoon,76.0,3341.72
2020-11-20,Victoria,Kids,Night,125.0,5671.25
2020-11-20,Victoria,Women,Morning,193.0,7743.16
2020-11-20,Victoria,Men,Night,181.0,12599.41
2020-11-20,Victoria,Seniors,Evening,107.0,5682.77
2020-11-20,Queensland,Kids,Evening,40.0,1393.6
2020-11-20,Queensland,Women,Night,91.0,6348.16
2020-11-20,Queensland,Men,Afternoon,67.0,3986.5
2020-11-20,Queensland,Seniors,Night,101.0,4309.67
2020-11-20,South Australia,Kids,Evening,58.0,1730.14
2020-11-20,South Australia,Women,Night,58.0,4523.42
2020-11-20,South Australia,Men,Morning,81.0,3967.38
2020-11-20,South Australia,Seniors,Morning,41.0,678.55
2020-11-20,Western Australia,Kids,Afternoon,45.0,2751.3
2020-11-20,Western Australia,Women,Night,60.0,3687.6
2020-11-20,Western Australia,Men,Night,107.0,3524.58
2020-11-20,Western Australia,Seniors,Night,63.0,2835.0
2020-11-20,Tasmania,Kids,Night,31.0,2215.88
2020-11-20,Tasmania,Women,Afternoon,22.0,1650.44
2020-11-20,Tasmania,Men,Evening,36.0,2148.84
2020-11-20,Tasmania,Seniors,Afternoon,31.0,897.76
2020-11-20,Northern Territory,Kids,Evening,28.0,572.04
2020-11-20,Northern Territory,Women,Evening,46.0,2904.9
2020-11-20,Northern Territory,Men,Evening,39.0,2475.33
2020-11-20,Northern Territory,Seniors,Night,26.0,972.92
2020-11-20,Australian Capital Territory,Kids,Afternoon,29.0,951.49
2020-11-20,Australian Capital Territory,Women,Evening,79.0,6391.89
2020-11-20,Australian Capital Territory,Men,Morning,45.0,2254.95
2020-11-20,Australian Capital Territory,Seniors,Evening,26.0,1228.76
2020-11-21,New South Wales,Kids,Afternoon,134.0,8236.98
2020-11-21,New South Wales,Women,Night,119.0,6259.4
2020-11-21,New South Wales,Men,Morning,147.0,8530.41
2020-11-21,New South Wales,Seniors,Evening,93.0,2568.66
2020-11-21,Victoria,Kids,Night,125.0,6036.25
2020-11-21,Victoria,Women,Afternoon,103.0,8202.92
2020-11-21,Victoria,Men,Afternoon,163.0,8357.01
2020-11-21,Victoria,Seniors,Morning,90.0,3718.8
2020-11-21,Queensland,Kids,Morning,60.0,2449.2
2020-11-21,Queensland,Women,Evening,41.0,2958.97
2020-11-21,Queensland,Men,Night,52.0,3606.2
2020-11-21,Queensland,Seniors,Night,64.0,2174.08
2020-11-21,South Australia,Kids,Afternoon,43.0,1607.77
2020-11-21,South Australia,Women,Afternoon,111.0,2185.59
2020-11-21,South Australia,Men,Evening,91.0,4910.36
2020-11-21,South Australia,Seniors,Evening,30.0,770.4
2020-11-21,Western Australia,Kids,Afternoon,101.0,3059.29
2020-11-21,Western Australia,Women,Afternoon,63.0,4803.12
2020-11-21,Western Australia,Men,Night,90.0,3340.8
2020-11-21,Western Australia,Seniors,Night,63.0,1647.45
2020-11-21,Tasmania,Kids,Night,41.0,2130.36
2020-11-21,Tasmania,Women,Evening,52.0,3335.28
2020-11-21,Tasmania,Men,Night,58.0,2871.0
2020-11-21,Tasmania,Seniors,Morning,18.0,725.58
2020-11-21,Northern Territory,Kids,Morning,43.0,1270.22
2020-11-21,Northern Territory,Women,Night,34.0,2210.0
2020-11-21,Northern Territory,Men,Night,32.0,1168.96
2020-11-21,Northern Territory,Seniors,Afternoon,32.0,1864.64
2020-11-21,Australian Capital Territory,Kids,Afternoon,42.0,1291.08
2020-11-21,Australian Capital Territory,Women,Evening,31.0,1938.12
2020-11-21,Australian Capital Territory,Men,Morning,65.0,3625.05
2020-11-21,Australian Capital Territory,Seniors,Morning,35.0,1061.9
2020-11-22,New South Wales,Kids,Evening,75.0,3714.0
2020-11-22,New South Wales,Women,Night,207.0,7118.73
2020-11-22,New South Wales,Men,Night,203.0,11587.24
2020-11-22,New South Wales,Seniors,Evening,141.0,3259.92
2020-11-22,Victoria,Kids,Morning,58.0,2255.62
2020-11-22,Victoria,Women,Morning,164.0,14189.28
2020-11-22,Victoria,Men,Night,146.0,6759.8
2020-11-22,Victoria,Seniors,Afternoon,60.0,2868.6
2020-11-22,Queensland,Kids,Evening,57.0,3311.13
2020-11-22,Queensland,Women,Evening,107.0,8914.17
2020-11-22,Queensland,Men,Night,119.0,5675.11
2020-11-22,Queensland,Seniors,Evening,60.0,1963.8
2020-11-22,South Australia,Kids,Morning,60.0,2479.8
2020-11-22,South Australia,Women,Night,64.0,3578.88
2020-11-22,South Australia,Men,Morning,67.0,1433.8
2020-11-22,South Australia,Seniors,Afternoon,54.0,1435.86
2020-11-22,Western Australia,Kids,Evening,44.0,980.32
2020-11-22,Western Australia,Women,Evening,45.0,1681.2
2020-11-22,Western Australia,Men,Morning,64.0,4817.92
2020-11-22,Western Australia,Seniors,Night,50.0,1885.5
2020-11-22,Tasmania,Kids,Night,35.0,1467.2
2020-11-22,Tasmania,Women,Evening,44.0,1753.4
2020-11-22,Tasmania,Men,Morning,55.0,4034.25
2020-11-22,Tasmania,Seniors,Afternoon,13.0,340.21
2020-11-22,Northern Territory,Kids,Morning,24.0,721.92
2020-11-22,Northern Territory,Women,Night,44.0,2074.16
2020-11-22,Northern Territory,Men,Evening,54.0,3521.88
2020-11-22,Northern Territory,Seniors,Evening,25.0,1146.5
2020-11-22,Australian Capital Territory,Kids,Evening,53.0,1823.73
2020-11-22,Australian Capital Territory,Women,Afternoon,44.0,2627.68
2020-11-22,Australian Capital Territory,Men,Afternoon,62.0,3183.08
2020-11-22,Australian Capital Territory,Seniors,Night,18.0,509.22
2020-11-23,New South Wales,Kids,Morning,110.0,4364.8
2020-11-23,New South Wales,Women,Morning,258.0,9515.04
2020-11-23,New South Wales,Men,Morning,158.0,10927.28
2020-11-23,New South Wales,Seniors,Afternoon,168.0,5396.16
2020-11-23,Victoria,Kids,Evening,113.0,5271.45
2020-11-23,Victoria,Women,Night,151.0,8600.96
2020-11-23,Victoria,Men,Night,136.0,2185.52
2020-11-23,Victoria,Seniors,Afternoon,106.0,3944.26
2020-11-23,Queensland,Kids,Afternoon,75.0,4695.75
2020-11-23,Queensland,Women,Evening,93.0,4855.53
2020-11-23,Queensland,Men,Evening,158.0,6086.16
2020-11-23,Queensland,Seniors,Afternoon,60.0,2075.4
2020-11-23,South Australia,Kids,Night,67.0,2863.58
2020-11-23,South Australia,Women,Evening,47.0,2359.4
2020-11-23,South Australia,Men,Evening,53.0,2569.44
2020-11-23,South Australia,Seniors,Night,54.0,2160.54
2020-11-23,Western Australia,Kids,Evening,31.0,1611.69
2020-11-23,Western Australia,Women,Night,104.0,8330.4
2020-11-23,Western Australia,Men,Morning,,5955.72
2020-11-23,Western Australia,Seniors,Evening,68.0,3326.56
2020-11-23,Tasmania,Kids,Evening,36.0,1419.84
2020-11-23,Tasmania,Women,Morning,76.0,5500.12
2020-11-23,Tasmania,Men,Night,45.0,1469.25
2020-11-23,Tasmania,Seniors,Evening,17.0,659.77
2020-11-23,Northern Territory,Kids,Morning,28.0,948.36
2020-11-23,Northern Territory,Women,Night,40.0,3331.2
2020-11-23,Northern Territory,Men,Evening,39.0,1343.16
2020-11-23,Northern Territory,Seniors,Afternoon,23.0,650.21
2020-11-23,Australian Capital Territory,Kids,Morning,35.0,1261.05
2020-11-23,Australian Capital Territory,Women,Night,50.0,1946.0
2020-11-23,Australian Capital Territory,Men,Afternoon,47.0,1978.7
2020-11-23,Australian Capital Territory,Seniors,Night,4.0,222.84
2020-11-24,New South Wales,Kids,Afternoon,149.0,5429.56
2020-11-24,New South Wales,Women,Afternoon,163.0,6555.86
2020-11-24,New South Wales,Men,Morning,207.0,15429.78
2020-11-24,New South Wales,Seniors,Morning,104.0,4766.32
2020-11-24,Victoria,Kids,Afternoon,104.0,2710.24
2020-11-24,Victoria,Women,Morning,125.0,7570.0
2020-11-24,Victoria,Men,Night,104.0,4847.44
2020-11-24,Victoria,Seniors,Evening,85.0,2993.7
2020-11-24,Queensland,Kids,Night,,2382.1
2020-11-24,Queensland,Women,Afternoon,91.0,3499.86
2020-11-24,Queensland,Men,Night,128.0,2778.88
2020-11-24,Queensland,Seniors,Afternoon,96.0,
2020-11-24,South Australia,Kids,Night,49.0,607.11
2020-11-24,South Australia,Women,Night,69.0,3967.5
2020-11-24,South Australia,Men,Morning,45.0,1921.5
2020-11-24,South Australia,Seniors,Afternoon,70.0,2966.6
2020-11-24,Western Australia,Kids,Afternoon,48.0,1116.0
2020-11-24,Western Australia,Women,Evening,87.0,4799.79
2020-11-24,Western Australia,Men,Night,94.0,3988.42
2020-11-24,Western Australia,Seniors,Night,69.0,3766.02
2020-11-24,Tasmania,Kids,Evening,39.0,1559.22
2020-11-24,Tasmania,Women,Afternoon,42.0,2223.48
2020-11-24,Tasmania,Men,Night,52.0,2143.44
2020-11-24,Tasmania,Seniors,Evening,28.0,1021.72
2020-11-24,Northern Territory,Kids,Evening,22.0,564.96
2020-11-24,Northern Territory,Women,Evening,42.0,2417.1
2020-11-24,Northern Territory,Men,Night,37.0,1571.02
2020-11-24,Northern Territory,Seniors,Afternoon,32.0,882.56
2020-11-24,Australian Capital Territory,Kids,Afternoon,61.0,1319.43
2020-11-24,Australian Capital Territory,Women,Evening,66.0,4350.72
2020-11-24,Australian Capital Territory,Men,Evening,37.0,2038.7
2020-11-24,Australian Capital Territory,Seniors,Afternoon,49.0,721.28
2020-11-25,New South Wales,Kids,Evening,129.0,1750.53
2020-11-25,New South Wales,Women,Evening,115.0,9649.65
2020-11-25,New South Wales,Men,Afternoon,113.0,3842.0
2020-11-25,New South Wales,Seniors,Night,94.0,5249.9
2020-11-25,Victoria,Kids,Evening,44.0,1282.6
2020-11-25,Victoria,Women,Night,207.0,18108.36
2020-11-25,Victoria,Men,Evening,117.0,3877.38
2020-11-25,Victoria,Seniors,Evening,143.0,7337.33
2020-11-25,Queensland,Kids,Evening,97.0,3077.81
2020-11-25,Queensland,Women,Morning,115.0,6440.0
2020-11-25,Queensland,Men,Night,108.0,7414.2
2020-11-25,Queensland,Seniors,Night,90.0,2309.4
2020-11-25,South Australia,Kids,Evening,76.0,3334.88
2020-11-25,South Australia,Women,Afternoon,94.0,7649.72
2020-11-25,South Australia,Men,Evening,43.0,2108.29
2020-11-25,South Australia,Seniors,Morning,40.0,838.0
2020-11-25,Western Australia,Kids,Evening,74.0,5003.88
2020-11-25,Western Australia,Women,Morning,43.0,2494.0
2020-11-25,Western Australia,Men,Evening,98.0,5009.76
2020-11-25,Western Australia,Seniors,Night,57.0,1341.21
2020-11-25,Tasmania,Kids,Evening,33.0,1066.89
2020-11-25,Tasmania,Women,Night,,1157.1
2020-11-25,Tasmania,Men,Afternoon,49.0,2458.82
2020-11-25,Tasmania,Seniors,Afternoon,29.0,1342.99
2020-11-25,Northern Territory,Kids,Evening,28.0,1407.28
2020-11-25,Northern Territory,Women,Evening,35.0,2763.95
2020-11-25,Northern Territory,Men,Afternoon,36.0,1874.16
2020-11-25,Northern Territory,Seniors,Morning,14.0,542.5
2020-11-25,Australian Capital Territory,Kids,Afternoon,30.0,1008.3
2020-11-25,Australian Capital Territory,Women,Afternoon,44.0,1842.28
2020-11-25,Australian Capital Territory,Men,Morning,81.0,5432.67
2020-11-25,Australian Capital Territory,Seniors,Afternoon,56.0,1358.56
2020-11-26,New South Wales,Kids,Afternoon,114.0,3024.42
2020-11-26,New South Wales,Women,Morning,128.0,5655.04
2020-11-26,New South Wales,Men,Morning,188.0,8322.76
2020-11-26,New South Wales,Seniors,Night,132.0,5517.6
2020-11-26,Victoria,Kids,Evening,167.0,4094.84
2020-11-26,Victoria,Women,Night,197.0,15046.86
2020-11-26,Victoria,Men,Morning,85.0,5337.15
2020-11-26,Victoria,Seniors,Afternoon,96.0,3246.72
2020-11-26,Queensland,Kids,Morning,60.0,1963.8
2020-11-26,Queensland,Women,Afternoon,188.0,10999.88
2020-11-26,Queensland,Men,Night,122.0,4765.32
2020-11-26,Queensland,Seniors,Night,55.0,2551.45
2020-11-26,South Australia,Kids,Night,32.0,1152.64
2020-11-26,South Australia,Women,Afternoon,78.0,4698.72
2020-11-26,South Australia,Men,Evening,62.0,3392.64
2020-11-26,South Australia,Seniors,Evening,57.0,2453.85
2020-11-26,Western Australia,Kids,Evening,47.0,1759.21
2020-11-26,Western Australia,Women,Morning,132.0,9564.72
2020-11-26,Western Australia,Men,Morning,48.0,2598.72
2020-11-26,Western Australia,Seniors,Afternoon,24.0,874.8
2020-11-26,Tasmania,Kids,Morning,49.0,1482.74
2020-11-26,Tasmania,Women,Afternoon,34.0,2394.28
2020-11-26,Tasmania,Men,Night,20.0,823.0
2020-11-26,Tasmania,Seniors,Afternoon,33.0,987.03
2020-11-26,Northern Territory,Kids,Morning,25.0,1213.5
2020-11-26,Northern Territory,Women,Night,43.0,2694.38
2020-11-26,Northern Territory,Men,Night,29.0,1577.02
2020-11-26,Northern Territory,Seniors,Afternoon,23.0,928.97
2020-11-26,Australian Capital Territory,Kids,Evening,34.0,1310.02
2020-11-26,Australian Capital Territory,Women,Morning,41.0,2375.95
2020-11-26,Australian Capital Territory,Men,Morning,37.0,1287.23
2020-11-26,Australian Capital Territory,Seniors,Evening,38.0,1445.52
2020-11-27,New South Wales,Kids,Morning,138.0,4945.92
2020-11-27,New South Wales,Women,Evening,182.0,12210.38
2020-11-27,New South Wales,Men,Evening,155.0,5983.0
2020-11-27,New South Wales,Seniors,Night,104.0,4108.0
2020-11-27,Victoria,Kids,Night,99.0,1779.03
2020-11-27,Victoria,Women,Afternoon,149.0,13859.98
2020-11-27,Victoria,Men,Night,107.0,4268.23
2020-11-27,Victoria,Seniors,Evening,97.0,3783.0
2020-11-27,Queensland,Kids,Afternoon,109.0,2934.28
2020-11-27,Queensland,Women,Morning,142.0,9614.82
2020-11-27,Queensland,Men,Evening,94.0,5073.18
2020-11-27,Queensland,Seniors,Afternoon,94.0,4170.78
2020-11-27,South Australia,Kids,Night,35.0,1727.6
2020-11-27,South Australia,Women,Evening,76.0,4532.64
2020-11-27,South Australia,Men,Afternoon,67.0,3183.84
2020-11-27,South Australia,Seniors,Morning,65.0,2288.0
2020-11-27,Western Australia,Kids,Evening,44.0,1595.0
2020-11-27,Western Australia,Women,Evening,102.0,7923.36
2020-11-27,Western Australia,Men,Afternoon,97.0,3712.19
2020-11-27,Western Australia,Seniors,Afternoon,104.0,4008.16
2020-11-27,Tasmania,Kids,Night,,1670.98
2020-11-27,Tasmania,Women,Night,52.0,3723.2
2020-11-27,Tasmania,Men,Evening,52.0,3299.92
2020-11-27,Tasmania,Seniors,Morning,35.0,1154.3
2020-11-27,Northern Territory,Kids,Night,22.0,969.98
2020-11-27,Northern Territory,Women,Morning,49.0,2696.47
2020-11-27,Northern Territory,Men,Afternoon,43.0,2952.81
2020-11-27,Northern Territory,Seniors,Afternoon,17.0,475.49
2020-11-27,Australian Capital Territory,Kids,Night,38.0,1665.16
2020-11-27,Australian Capital Territory,Women,Evening,49.0,3899.91
2020-11-27,Australian Capital Territory,Men,Afternoon,55.0,2751.1
2020-11-27,Australian Capital Territory,Seniors,Morning,20.0,467.4
2020-11-28,New South Wales,Kids,Evening,121.0,2113.87
2020-11-28,New South Wales,Women,Night,211.0,11822.33
